CID,BDATE,GEN
NASAW00013330,1945-05-01,Female
NASAW00013331,1945-05-21,Female
NASAW00013332,1946-04-02,Male
NASAW00013333,1945-08-12,Female
NASAW00013334,1945-10-18,Female
NASAW00013335,1951-02-17,Female
NASAW00013336,1946-04-20,Female
NASAW00013337,1953-05-05,Female
NASAW00013338,1953-08-08,Female
NASAW00013339,1947-07-19,Female
NASAW00013340,1947-10-31,Female
NASAW00013341,1948-03-14,Male
NASAW00013342,1947-12-15,Male
NASAW00013343,1953-09-21,Female
NASAW00013344,1948-03-10,Female
NASAW00013345,1947-08-30,Male
NASAW00013346,1948-11-22,Male
NASAW00013347,1948-07-01,Female
NASAW00013348,1948-08-18,Male
NASAW00013349,1949-04-04,Female
NASAW00013350,1949-03-02,Male
NASAW00013351,1949-10-25,Female
NASAW00013352,1955-03-03,Male
NASAW00013353,1955-09-22,Female
NASAW00013354,1955-11-08,Male
NASAW00013355,1950-03-24,Male
NASAW00013356,1950-11-04,Female
NASAW00013357,1951-03-27,Male
NASAW00013358,1950-12-13,Female
NASAW00013359,1951-03-02,Male
NASAW00013360,1951-07-03,Female
NASAW00013361,1952-02-29,Male
NASAW00013362,1962-08-08,Female
NASAW00013363,1951-12-14,Female
NASAW00013364,1952-04-01,Female
NASAW00013365,1957-09-21,Male
NASAW00013366,1957-05-06,Male
NASAW00013367,1952-10-11,Female
NASAW00013368,1969-12-18,Male
NASAW00013369,1953-02-13,Female
NASAW00013370,1959-03-19,Male
NASAW00013371,1959-11-17,Female
NASAW00013372,1954-05-28,Male
NASAW00013373,1953-09-01,Female
NASAW00013374,1959-05-17,Male
NASAW00013375,1953-10-09,Male
NASAW00013376,1959-08-31,Male
NASAW00013377,1953-09-13,Male
NASAW00013378,1959-09-14,Female
NASAW00013379,1954-11-11,Female
NASAW00013380,1955-04-24,Female
NASAW00013381,1960-03-18,Female
NASAW00013382,1960-02-01,Male
NASAW00013383,1961-09-29,Female
NASAW00013384,1956-04-23,Male
NASAW00013385,1956-05-26,Female
NASAW00013386,1955-07-26,Male
NASAW00013387,1955-09-18,Female
NASAW00013388,1955-12-11,Male
NASAW00013389,1956-05-19,Female
NASAW00013390,1955-11-23,Female
NASAW00013391,1956-08-26,Female
NASAW00013392,1956-10-30,Male
NASAW00013393,1956-10-15,Male
NASAW00013394,1956-09-11,Male
NASAW00013395,1957-01-11,Male
NASAW00013396,1956-12-24,Male
NASAW00013397,1962-04-04,Male
NASAW00013398,1973-09-12,Male
NASAW00013399,1956-09-17,Male
NASAW00013400,1962-08-08,Female
NASAW00013401,1963-02-18,Female
NASAW00013402,1957-09-25,Male
NASAW00013403,1957-10-30,Female
NASAW00013404,1975-03-09,Male
NASAW00013405,1963-04-04,Male
NASAW00013406,1962-07-05,Male
NASAW00013407,1963-04-06,Female
NASAW00013408,1962-10-06,Female
NASAW00013409,1966-03-22,Male
NASAW00013410,1961-05-18,Female
NASAW00013411,1960-12-30,Female
NASAW00013412,1961-04-12,Male
NASAW00013413,1938-05-18,Male
NASAW00013414,1938-12-29,Male
NASAW00013415,1938-10-04,Male
NASAW00013416,1944-11-16,Male
NASAW00013417,2050-09-07,Male
NASAW00013418,1970-12-01,Male
NASAW00013419,1970-12-21,Female
NASAW00013420,1971-01-30,Female
NASAW00013421,1970-12-21,Female
NASAW00013422,1982-03-13,Female
NASAW00013423,1969-09-03,Male
NASAW00013424,1981-03-16,Female
NASAW00013425,1970-01-03,Male
NASAW00013426,1969-12-10,Female
NASAW00013427,1975-03-08,Male
NASAW00013428,1970-06-09,Male
NASAW00013429,1969-08-03,Female
NASAW00013430,1980-11-07,Male
NASAW00013431,1962-01-31,Male
NASAW00013432,1978-06-14,Male
NASAW00013433,1961-09-08,Female
NASAW00013434,1940-06-03,Female
NASAW00013435,1940-03-16,Female
NASAW00013436,1968-07-03,Female
NASAW00013437,1974-08-22,Male
NASAW00013438,1969-04-21,Female
NASAW00013439,1968-09-12,Male
NASAW00013440,1973-02-14,Female
NASAW00013441,1973-05-10,Male
NASAW00013442,1968-02-29,Female
NASAW00013443,1968-01-07,Female
NASAW00013444,1967-11-02,Female
NASAW00013445,1968-02-01,Male
NASAW00013446,1967-10-07,Female
NASAW00013447,1967-11-01,Female
NASAW00013448,1968-01-10,Female
NASAW00013449,1966-12-16,Male
NASAW00013450,1972-07-14,Female
NASAW00013451,1972-06-23,Female
NASAW00013452,1966-09-10,Female
NASAW00013453,1966-11-08,Female
NASAW00013454,1966-08-17,Male
NASAW00013455,1972-08-06,Female
NASAW00013456,1961-01-20,Female
NASAW00013457,1960-08-04,Male
NASAW00013458,1961-03-02,Female
NASAW00013459,1961-01-13,Male
NASAW00013460,1960-03-20,Female
NASAW00013461,1940-08-29,Male
NASAW00013462,1947-11-07,Male
NASAW00013463,1942-02-01,Female
NASAW00013464,1942-05-08,Female
NASAW00013465,1941-07-04,Female
NASAW00013466,1965-12-18,Male
NASAW00013467,1966-01-02,Male
NASAW00013468,1966-03-02,Female
NASAW00013469,1966-04-09,Male
NASAW00013470,1966-06-16,Female
NASAW00013471,1965-09-30,Male
NASAW00013472,1960-02-08,Male
NASAW00013473,1959-09-02,Male
NASAW00013474,1959-12-22,Female
NASAW00013475,1959-11-02,Male
NASAW00013476,1960-02-18,Male
NASAW00013477,1959-12-26,Female
NASAW00013478,1959-11-04,Female
NASAW00013479,1964-04-19,Female
NASAW00013480,1958-08-10,Female
NASAW00013481,1959-01-03,Male
NASAW00013482,1963-09-16,Female
NASAW00013483,1958-03-08,Male
NASAW00013484,1942-12-06,Male
NASAW00013485,1943-04-24,Male
NASAW00013486,1943-01-09,Female
NASAW00013487,1943-02-06,Female
NASAW00013488,1943-12-13,Female
NASAW00013489,1945-02-10,Female
NASAW00013490,1944-10-15,Male
NASAW00013491,1944-12-02,Female
NASAW00013492,1945-09-01,Male
NASAW00013493,1970-05-07,Female
NASAW00013494,1967-09-02,Male
NASAW00013495,1968-04-02,Male
NASAW00013496,1967-11-20,Male
NASAW00013497,1966-09-23,Female
NASAW00013498,1967-10-07,Male
NASAW00013499,1967-09-02,Female
NASAW00013500,1964-01-24,Female
NASAW00013501,1963-10-03,Male
NASAW00013502,1963-08-17,Female
NASAW00013503,1968-10-14,Male
NASAW00013504,1961-09-14,Female
NASAW00013505,1961-07-15,Female
NASAW00013506,1972-02-05,Male
NASAW00013507,1961-04-13,Female
NASAW00013508,1943-02-06,Female
NASAW00013509,1943-03-04,Male
NASAW00013510,1951-05-12,Male
NASAW00013511,1946-11-01,Male
NASAW00013512,1947-03-28,Female
NASAW00013513,1947-03-08,Female
NASAW00013514,1947-08-11,Female
NASAW00013515,1948-01-01,Female
NASAW00013516,1947-08-16,Male
NASAW00013517,1947-11-07,Male
NASAW00013518,1985-01-11,Male
NASAW00013519,1984-04-01,Male
NASAW00013520,1983-08-08,Female
NASAW00013521,1983-07-25,Female
NASAW00013522,1983-05-23,Male
NASAW00013523,1982-05-03,Female
NASAW00013524,1984-02-08,Female
NASAW00013525,1983-08-09,Female
NASAW00013526,1984-01-21,Female
NASAW00013527,1983-01-15,Female
NASAW00013528,1983-03-10,Female
NASAW00013529,1982-11-30,Female
NASAW00013530,1949-03-24,Female
NASAW00013531,1966-09-10,Male
NASAW00013532,1972-04-12,Female
NASAW00013533,1972-11-18,Male
NASAW00013534,1967-01-14,Female
NASAW00013535,1965-12-09,Male
NASAW00013536,1975-11-10,Female
NASAW00013537,1965-04-08,Female
NASAW00013538,1976-02-20,Female
NASAW00013539,1964-10-11,Male
NASAW00013540,1976-08-30,Female
NASAW00013541,1966-02-09,Female
NASAW00013542,1969-05-23,Female
NASAW00013543,1964-01-30,Male
NASAW00013544,1981-12-03,Female
NASAW00013545,1975-12-14,Male
NASAW00013546,1976-01-19,Male
NASAW00013547,1980-02-07,Female
NASAW00013548,1976-03-25,Female
NASAW00013549,1974-10-15,Male
NASAW00013550,1974-11-29,Male
NASAW00013551,1975-06-03,Male
NASAW00013552,1974-08-30,Male
NASAW00013553,1980-10-14,Female
NASAW00013554,1975-05-14,Female
NASAW00013555,1980-09-09,Female
NASAW00013556,1975-05-13,Female
NASAW00013557,1975-01-22,Female
NASAW00013558,1980-06-18,Female
NASAW00013559,1974-12-15,Female
NASAW00013560,1980-08-12,Male
NASAW00013561,1975-02-04,Male
NASAW00013562,1975-01-12,Male
NASAW00013563,1975-01-29,Male
NASAW00013564,1957-09-22,Female
NASAW00013565,1973-09-12,Female
NASAW00013566,1956-12-23,Female
NASAW00013567,1957-03-24,Female
NASAW00013568,1956-11-01,Male
NASAW00013569,1979-08-10,Male
NASAW00013570,1973-12-23,Male
NASAW00013571,1979-09-04,Male
NASAW00013572,1974-03-11,Male
NASAW00013573,1974-06-03,Male
NASAW00013574,1973-08-31,Female
NASAW00013575,1950-02-22,Female
NASAW00013576,1961-06-17,Female
NASAW00013577,1951-02-11,Male
NASAW00013578,1950-10-22,Male
NASAW00013579,1957-02-22,Male
NASAW00013580,1952-01-15,Female
NASAW00013581,1952-04-17,Male
NASAW00013582,1952-03-21,Female
NASAW00013583,1960-05-11,Male
NASAW00013584,1964-08-13,Male
NASAW00013585,1964-05-13,Female
NASAW00013586,1964-05-17,Male
NASAW00013587,1960-05-23,Female
NASAW00013588,1959-08-31,Female
NASAW00013589,1964-10-13,Male
NASAW00013590,1958-11-15,Male
NASAW00013591,1964-05-21,Female
NASAW00013592,1963-06-04,Female
NASAW00013593,1958-02-15,Female
NASAW00013594,1957-07-17,Female
NASAW00013595,1956-11-29,Male
NASAW00013596,1956-12-13,Male
NASAW00013597,1957-02-01,Male
NASAW00013598,1962-08-12,Male
NASAW00013599,1962-01-11,Female
NASAW00013600,1956-08-18,Female
NASAW00013601,1955-11-03,Female
NASAW00013602,1955-11-14,Female
NASAW00013603,1955-11-29,Female
NASAW00013604,1961-09-07,Male
NASAW00013605,1955-05-18,Male
NASAW00013606,1954-12-29,Male
NASAW00013607,1960-04-01,Male
NASAW00013608,1954-10-19,Female
NASAW00013609,1960-04-11,Male
NASAW00013610,1954-05-28,Male
NASAW00013611,1953-09-20,Male
NASAW00013612,1952-08-20,Female
NASAW00013613,1981-06-22,Male
NASAW00013614,1986-04-21,Female
NASAW00013615,1980-09-23,Female
NASAW00013616,1981-09-24,Male
NASAW00013617,1981-09-14,Male
NASAW00013618,1982-05-14,Male
NASAW00013619,1981-11-08,Male
NASAW00013620,1981-07-31,Male
NASAW00013621,1979-08-01,Female
NASAW00013622,1979-11-04,Male
NASAW00013623,1978-09-12,Male
NASAW00013624,1979-09-06,Female
NASAW00013625,1984-10-29,Male
NASAW00013626,1984-09-16,Male
NASAW00013627,1978-01-04,Female
NASAW00013628,1979-06-20,Female
NASAW00013629,1978-01-18,Female
NASAW00013630,1977-09-13,Female
NASAW00013631,1978-05-03,Male
NASAW00013632,1977-08-06,Female
NASAW00013633,1977-09-09,Male
NASAW00013634,1977-08-16,Female
NASAW00013635,1976-08-22,Male
NASAW00013636,1976-07-01,Male
NASAW00013637,1978-03-08,Female
NASAW00013638,1978-01-09,Female
NASAW00013639,1977-02-03,Male
NASAW00013640,1976-10-14,Female
NASAW00013641,1975-11-15,Male
NASAW00013642,1976-04-08,Female
NASAW00013643,1976-04-04,Male
NASAW00013644,1975-09-30,Female
NASAW00013645,1976-03-15,Male
NASAW00013646,1981-10-05,Male
NASAW00013647,1975-12-11,Male
NASAW00013648,1981-10-05,Male
NASAW00013649,1976-11-04,Female
NASAW00013650,1976-07-07,Male
NASAW00013651,1977-03-05,Male
NASAW00013652,1947-02-22,Female
NASAW00013653,1946-09-22,Male
NASAW00013654,1946-08-05,Male
NASAW00013655,1951-12-31,Male
NASAW00013656,1952-04-21,Female
NASAW00013657,1946-09-12,Female
NASAW00013658,1946-09-10,Male
NASAW00013659,1947-04-17,Male
NASAW00013660,1947-09-06,Male
NASAW00013661,1981-05-06,Male
NASAW00013662,1985-11-20,Male
NASAW00013663,1984-08-02,Male
NASAW00013664,1978-08-10,Male
NASAW00013665,1984-02-15,Female
NASAW00013666,1979-01-14,Female
NASAW00013667,1978-11-08,Male
NASAW00013668,1974-10-03,Male
NASAW00013669,1968-08-30,Female
NASAW00013670,1969-03-26,Female
NASAW00013671,1979-08-07,Male
NASAW00013672,1985-12-05,Male
NASAW00013673,1986-05-13,Female
NASAW00013674,1985-07-12,Male
NASAW00013675,1985-10-07,Male
NASAW00013676,1986-01-14,Male
NASAW00013677,1983-09-25,Female
NASAW00013678,1979-12-23,Male
NASAW00013679,1979-08-03,Female
NASAW00013680,1980-05-16,Female
NASAW00013681,1979-05-18,Male
NASAW00013682,1978-10-23,Male
NASAW00013683,1979-06-02,Female
NASAW00013684,1983-05-11,Male
NASAW00013685,1984-02-13,Female
NASAW00013686,1979-04-13,Male
NASAW00013687,1979-02-15,Male
NASAW00013688,1978-12-17,Male
NASAW00013689,1978-10-19,Female
NASAW00013690,1977-08-16,Female
NASAW00013691,1983-10-19,Female
NASAW00013692,1983-10-18,Male
NASAW00013693,1976-08-05,Male
NASAW00013694,1982-12-10,Female
NASAW00013695,1976-10-20,Male
NASAW00013696,1977-05-14,Female
NASAW00013697,1976-12-21,Male
NASAW00013698,1976-03-31,Female
NASAW00013699,1980-07-21,Female
NASAW00013700,1980-08-30,Male
NASAW00013701,1980-05-22,Female
NASAW00013702,1979-12-14,Female
NASAW00013703,1979-12-02,Female
NASAW00013704,1980-03-09,Female
NASAW00013705,1980-02-09,Male
NASAW00013706,1980-12-13,Female
NASAW00013707,1981-05-18,Male
NASAW00013708,1971-10-01,Female
NASAW00013709,1983-02-07,Male
NASAW00013710,1972-01-11,Female
NASAW00013711,1972-01-29,Male
NASAW00013712,1971-12-30,Female
NASAW00013713,1971-08-06,Male
NASAW00013714,1959-01-15,Female
NASAW00013715,1964-06-21,Male
NASAW00013716,1958-12-11,Male
NASAW00013717,1959-01-10,Female
NASAW00013718,1959-02-21,Male
NASAW00013719,1960-05-26,Male
NASAW00013720,1960-03-18,Male
NASAW00013721,1965-04-08,Male
NASAW00013722,1960-06-22,Male
NASAW00013723,1965-08-02,Male
NASAW00013724,1959-08-11,Male
NASAW00013725,1965-10-04,Male
NASAW00013726,1960-01-01,Male
NASAW00013727,1971-10-02,Female
NASAW00013728,1961-02-22,Female
NASAW00013729,1961-04-08,Male
NASAW00013730,1961-06-23,Male
NASAW00013731,1960-10-15,Female
NASAW00013732,1971-10-02,Female
NASAW00013733,1962-03-21,Female
NASAW00013734,1973-01-02,Female
NASAW00013735,1961-11-04,Male
NASAW00013736,1978-01-16,Male
NASAW00013737,1962-05-24,Male
NASAW00013738,1961-09-22,Male
NASAW00013739,1962-02-12,Male
NASAW00013740,1963-04-06,Female
NASAW00013741,1963-04-18,Female
NASAW00013742,1963-04-19,Male
NASAW00013743,1963-04-21,Female
NASAW00013744,1968-10-08,Male
NASAW00013745,1962-07-28,Male
NASAW00013746,1962-08-24,Female
NASAW00013747,1974-04-06,Male
NASAW00013748,1969-04-06,Male
NASAW00013749,1969-09-18,Male
NASAW00013750,1963-12-01,Male
NASAW00013751,1964-03-18,Female
NASAW00013752,1963-09-09,Female
NASAW00013753,1963-08-30,Female
NASAW00013754,1964-01-24,Female
NASAW00013755,1970-01-15,Male
NASAW00013756,1964-11-28,Female
NASAW00013757,1965-01-02,Female
NASAW00013758,1964-11-18,Female
NASAW00013759,1965-01-13,Male
NASAW00013760,1964-12-21,Male
NASAW00013761,1965-03-01,Male
NASAW00013762,1964-08-20,Male
NASAW00013763,1965-04-09,Female
NASAW00013764,1973-12-15,Female
NASAW00013765,1974-02-08,Male
NASAW00013766,1973-08-03,Male
NASAW00013767,1974-05-16,Female
NASAW00013768,1979-04-17,Male
NASAW00013769,1974-03-02,Male
NASAW00013770,1974-01-23,Male
NASAW00013771,1979-12-21,Male
NASAW00013772,1974-04-23,Female
NASAW00013773,1972-10-19,Female
NASAW00013774,1973-01-07,Male
NASAW00013775,1978-03-12,Female
NASAW00013776,1931-08-13,Male
NASAW00013777,1973-05-12,Male
NASAW00013778,1973-05-11,Male
NASAW00013779,1972-05-09,Male
NASAW00013780,1972-01-17,Female
NASAW00013781,1972-09-21,Female
NASAW00013782,1978-07-17,Female
NASAW00013783,1972-11-29,Male
NASAW00013784,1971-07-02,Male
NASAW00013785,1971-08-25,Male
NASAW00013786,1972-04-03,Male
NASAW00013787,1972-01-11,Male
NASAW00013788,1977-05-11,Female
NASAW00013789,1970-11-17,Female
NASAW00013790,1970-12-17,Female
NASAW00013791,1971-04-25,Female
NASAW00013792,1970-10-12,Male
NASAW00013793,1971-04-18,Male
NASAW00013794,1970-02-23,Female
NASAW00013795,1969-08-01,Male
NASAW00013796,1969-03-03,Female
NASAW00013797,1974-06-03,Male
NASAW00013798,1968-09-15,Female
NASAW00013799,1977-08-16,Male
NASAW00013800,1969-01-29,Male
NASAW00013801,1969-05-09,Female
NASAW00013802,1939-10-25,Female
NASAW00013803,1940-01-31,Female
NASAW00013804,1976-01-10,Female
NASAW00013805,1970-12-02,Male
NASAW00013806,1969-12-03,Male
NASAW00013807,1970-04-11,Male
NASAW00013808,1975-10-31,Male
NASAW00013809,1969-07-04,Female
NASAW00013810,1969-10-06,Female
NASAW00013811,1968-10-15,Female
NASAW00013812,1968-11-22,Female
NASAW00013813,1969-05-22,Female
NASAW00013814,1984-09-04,Female
NASAW00013815,1985-05-01,Female
NASAW00013816,1985-03-15,Female
NASAW00013817,1984-04-04,Female
NASAW00013818,1984-02-17,Female
NASAW00013819,1983-09-29,Male
NASAW00013820,1969-04-06,Male
NASAW00013821,1968-11-11,Male
NASAW00013822,1967-12-06,Male
NASAW00013823,1973-05-02,Female
NASAW00013824,1984-02-03,Female
NASAW00013825,1983-05-13,Male
NASAW00013826,1983-05-25,Female
NASAW00013827,1983-03-31,Male
NASAW00013828,1983-01-02,Female
NASAW00013829,1982-09-08,Male
NASAW00013830,1983-01-31,Female
NASAW00013831,1981-05-19,Male
NASAW00013832,1981-10-25,Female
NASAW00013833,1981-10-05,Male
NASAW00013834,1981-12-25,Female
NASAW00013835,1981-09-01,Female
NASAW00013836,1981-10-05,Male
NASAW00013837,1982-02-10,Female
NASAW00013838,1981-12-25,Female
NASAW00013839,1979-09-05,Male
NASAW00013840,1979-10-01,Male
NASAW00013841,1979-07-04,Male
NASAW00013842,1985-07-12,Male
NASAW00013843,1980-12-19,Male
NASAW00013844,1981-02-06,Male
NASAW00013845,1981-04-24,Male
NASAW00013846,1980-12-08,Female
NASAW00013847,1981-01-21,Male
NASAW00013848,1983-03-23,Female
NASAW00013849,1977-08-31,Male
NASAW00013850,1978-02-13,Male
NASAW00013851,1978-01-05,Male
NASAW00013852,1978-08-01,Male
NASAW00013853,1979-04-17,Male
NASAW00013854,1979-05-09,Male
NASAW00013855,1984-08-02,Female
NASAW00013856,1976-09-20,Male
NASAW00013857,1976-12-02,Female
NASAW00013858,1982-03-14,Female
NASAW00013859,1976-08-30,Female
NASAW00013860,1978-05-09,Female
NASAW00013861,1983-09-08,Female
NASAW00013862,1978-06-03,Male
NASAW00013863,1977-07-18,Male
NASAW00013864,1983-10-19,Female
NASAW00013865,1977-12-21,Female
NASAW00013866,1978-02-13,Female
NASAW00013867,1976-03-25,Male
NASAW00013868,1976-01-10,Female
NASAW00013869,1974-08-09,Female
NASAW00013870,1975-01-18,Male
NASAW00013871,1980-09-28,Female
NASAW00013872,1974-12-23,Female
NASAW00013873,1977-02-07,Male
NASAW00013874,1986-05-22,Female
NASAW00013875,1975-05-20,Female
NASAW00013876,1975-02-08,Male
NASAW00013877,1974-02-16,Male
NASAW00013878,1974-01-01,Male
NASAW00013879,1974-03-08,Male
NASAW00013880,1973-09-12,Male
NASAW00013881,1979-05-04,Female
NASAW00013882,1973-04-14,Female
NASAW00013883,1972-10-14,Male
NASAW00013884,1972-11-28,Female
NASAW00013885,1981-05-04,Male
NASAW00013886,1976-03-25,Female
NASAW00013887,1981-10-08,Male
NASAW00013888,1984-05-01,Male
NASAW00013889,1972-02-07,Male
NASAW00013890,1977-09-12,Female
NASAW00013891,1972-06-05,Male
NASAW00013892,1977-11-21,Male
NASAW00013893,1983-02-07,Male
NASAW00013894,1974-08-25,Female
NASAW00013895,1975-06-24,Female
NASAW00013896,1980-10-06,Female
NASAW00013897,1975-05-24,Male
NASAW00013898,1986-04-06,Male
NASAW00013899,1986-02-10,Male
NASAW00013900,1985-10-07,Male
NASAW00013901,1975-04-20,Male
NASAW00013902,1974-09-15,Male
NASAW00013903,1975-05-27,Male
NASAW00013904,1980-03-05,Female
NASAW00013905,1980-03-03,Male
NASAW00013906,1976-06-21,Female
NASAW00013907,1976-02-19,Female
NASAW00013908,1971-01-17,Female
NASAW00013909,1970-07-21,Female
NASAW00013910,1976-03-05,Female
NASAW00013911,1970-11-23,Female
NASAW00013912,1976-03-16,Female
NASAW00013913,1971-03-18,Female
NASAW00013914,1970-04-22,Female
NASAW00013915,1975-10-18,Female
NASAW00013916,1981-05-24,Male
NASAW00013917,1969-08-16,Male
NASAW00013918,1970-01-02,Male
NASAW00013919,1929-10-21,Female
NASAW00013920,1969-09-18,Female
NASAW00013921,1974-05-07,Male
NASAW00013922,1974-05-03,Male
NASAW00013923,1973-09-22,Male
NASAW00013924,1979-03-10,Female
NASAW00013925,1974-10-08,Male
NASAW00013926,1969-01-20,Male
NASAW00013927,1969-06-06,Male
NASAW00013928,1969-01-18,Male
NASAW00013929,1967-09-03,Male
NASAW00013930,1973-02-14,Female
NASAW00013931,1973-07-01,Male
NASAW00013932,1972-12-09,Male
NASAW00013933,1966-12-10,Female
NASAW00013934,1976-10-13,Male
NASAW00013935,1971-12-21,Female
NASAW00013936,1973-01-08,Male
NASAW00013937,1984-03-19,Female
NASAW00013938,1973-02-03,Male
NASAW00013939,1972-09-16,Male
NASAW00013940,1973-02-13,Female
NASAW00013941,1977-05-24,Female
NASAW00013942,1965-10-06,Male
NASAW00013943,1971-09-30,Female
NASAW00013944,1966-01-29,Male
NASAW00013945,1966-02-11,Female
NASAW00013946,1965-01-22,Male
NASAW00013947,1965-05-14,Female
NASAW00013948,1964-08-28,Female
NASAW00013949,1965-03-12,Male
NASAW00013950,1963-09-16,Female
NASAW00013951,1935-04-05,Male
NASAW00013952,1980-07-05,Male
NASAW00013953,1980-03-17,Female
NASAW00013954,1984-09-16,Male
NASAW00013955,1975-08-08,Male
NASAW00013956,1974-04-11,Female
NASAW00013957,1978-11-24,Female
NASAW00013958,1973-04-13,Female
NASAW00013959,1974-11-20,Female
NASAW00013960,1973-01-01,Female
NASAW00013961,1971-11-05,Female
NASAW00013962,1971-11-06,Female
NASAW00013963,1972-05-27,Female
NASAW00013964,1971-08-18,Female
NASAW00013965,1977-02-22,Male
NASAW00013966,1971-10-02,Male
NASAW00013967,1970-07-23,Male
NASAW00013968,1970-10-23,Female
NASAW00013969,1979-02-07,Male
NASAW00013970,1973-10-15,Male
NASAW00013971,1973-12-05,Female
NASAW00013972,1970-09-30,Male
NASAW00013973,1969-11-30,Female
NASAW00013974,1970-03-25,Female
NASAW00013975,1975-03-24,Male
NASAW00013976,1973-11-13,Male
NASAW00013977,1973-07-18,Female
NASAW00013978,1973-11-08,Female
NASAW00013979,1984-09-30,Female
NASAW00013980,1985-03-17,Female
NASAW00013981,1949-12-10,Female
NASAW00013982,1949-09-18,Male
NASAW00013983,1949-12-03,Male
NASAW00013984,1984-09-04,Male
NASAW00013985,1984-10-21,Female
NASAW00013986,1985-04-23,Female
NASAW00013987,1984-05-04,Male
NASAW00013988,1984-05-09,Male
NASAW00013989,1983-07-17,Female
NASAW00013990,1983-09-23,Female
NASAW00013991,1983-09-05,Male
NASAW00013992,1983-12-04,Male
NASAW00013993,1984-02-21,Male
NASAW00013994,1952-01-14,Male
NASAW00013995,1952-12-07,Female
NASAW00013996,1958-09-04,Female
NASAW00013997,1952-11-20,Female
NASAW00013998,1954-04-22,Male
NASAW00013999,1984-02-14,Male
NASAW00014000,1982-10-24,Male
NASAW00014001,1983-01-23,Male
NASAW00014002,1983-04-26,Female
NASAW00014003,1983-04-04,Male
NASAW00014004,1982-10-11,Female
NASAW00014005,1982-11-10,Male
NASAW00014006,1983-03-27,Female
NASAW00014007,1960-08-22,Female
NASAW00014008,1955-01-11,Female
NASAW00014009,1960-09-01,Female
NASAW00014010,1956-02-02,Male
NASAW00014011,1956-05-07,Male
NASAW00014012,1972-02-05,Male
NASAW00014013,1962-08-07,Male
NASAW00014014,1962-09-23,Female
NASAW00014015,1956-10-16,Male
NASAW00014016,1956-07-13,Male
NASAW00014017,1986-05-22,Female
NASAW00014018,1957-07-01,Female
NASAW00014019,1958-01-18,Female
NASAW00014020,1959-12-18,Female
NASAW00014021,1981-05-01,Female
NASAW00014022,1980-12-02,Female
NASAW00014023,1981-04-13,Female
NASAW00014024,1981-06-21,Female
NASAW00014025,1985-03-14,Male
NASAW00014026,1979-10-29,Female
NASAW00014027,1978-11-10,Male
NASAW00014028,1979-01-09,Female
NASAW00014029,1982-02-19,Female
NASAW00014030,1961-04-19,Male
NASAW00014031,1966-02-13,Male
NASAW00014032,1961-07-06,Male
NASAW00014033,1968-02-16,Female
NASAW00014034,1969-04-04,Male
NASAW00014035,1979-01-30,Male
NASAW00014036,1979-12-25,Female
NASAW00014037,1979-10-20,Female
NASAW00014038,1965-05-21,Female
NASAW00014039,1970-09-15,Male
NASAW00014040,1968-05-08,Female
NASAW00014041,1968-03-30,Female
NASAW00014042,1962-07-01,Female
NASAW00014043,1962-08-28,Female
NASAW00014044,1963-01-11,Male
NASAW00014045,1972-10-02,Female
NASAW00014046,1972-12-01,Female
NASAW00014047,1968-04-13,Female
NASAW00014048,1967-10-01,Male
NASAW00014049,1968-03-06,Female
NASAW00014050,1971-11-13,Male
NASAW00014051,1982-10-08,Male
NASAW00014052,1977-06-22,Male
NASAW00014053,1977-09-13,Female
NASAW00014054,1965-10-08,Male
NASAW00014055,1965-12-31,Male
NASAW00014056,1965-10-25,Male
NASAW00014057,1965-05-23,Male
NASAW00014058,1976-06-10,Male
NASAW00014059,1976-12-18,Male
NASAW00014060,1971-05-27,Male
NASAW00014061,1970-12-30,Female
NASAW00014062,1970-01-15,Female
NASAW00014063,1975-08-05,Female
NASAW00014064,1969-12-07,Female
NASAW00014065,1969-01-23,Male
NASAW00014066,1968-05-22,Female
NASAW00014067,1967-10-18,Male
NASAW00014068,1967-12-02,Male
NASAW00014069,1973-02-17,Female
NASAW00014070,1964-05-09,Male
NASAW00014071,1964-05-26,Male
NASAW00014072,1962-09-21,Male
NASAW00014073,1940-10-24,Male
NASAW00014074,1954-12-05,Female
NASAW00014075,1982-05-20,Male
NASAW00014076,1981-08-26,Male
NASAW00014077,1981-10-11,Male
NASAW00014078,1981-05-22,Male
NASAW00014079,1981-09-11,Female
NASAW00014080,1981-11-16,Female
NASAW00014081,1985-10-04,Female
NASAW00014082,1985-11-03,Male
NASAW00014083,1986-05-03,Male
NASAW00014084,1985-11-03,Male
NASAW00014085,1985-08-30,Male
NASAW00014086,1951-08-20,Male
NASAW00014087,1942-11-02,Male
NASAW00014088,1983-11-22,Female
NASAW00014089,1984-04-07,Female
NASAW00014090,1983-04-15,Female
NASAW00014091,1983-02-10,Male
NASAW00014092,1983-05-24,Male
NASAW00014093,1982-10-17,Female
NASAW00014094,1982-11-07,Female
NASAW00014095,1982-03-10,Female
NASAW00014096,1985-02-16,Male
NASAW00014097,1985-03-25,Male
NASAW00014098,1984-10-21,Female
NASAW00014099,1945-05-23,Male
NASAW00014100,1952-05-15,Female
NASAW00014101,1948-03-10,Male
NASAW00014102,1947-08-27,Female
NASAW00014103,1949-04-04,Female
NASAW00014104,1982-02-14,Female
NASAW00014105,1982-06-03,Male
NASAW00014106,1981-07-12,Female
